"ds_id","monitoring_network","subregion_id","year","stage2_tier","has_carbon","has_biovolume","has_abundance","has_chlorophyll","has_taxonomy","potential_convertibility_state"
"DS03","RWS_MWTL","outside_or_invalid",1992,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",1993,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",1994,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",1995,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",1996,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",1997,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",1998,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",1999,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2000,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2001,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2002,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2003,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2004,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2005,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2006,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2007,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2008,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2009,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2010,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2011,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2012,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2013,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2014,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2015,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2016,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2017,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2018,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2019,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2020,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2021,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","outside_or_invalid",2022,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",1990,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",1991,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",1992,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",1993,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",1994,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",1995,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",1996,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",1997,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",1998,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",1999,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2000,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2001,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2002,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2003,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2004,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2005,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2006,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2007,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2008,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2009,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2010,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2011,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2012,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2013,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2014,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2015,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2016,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2017,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2018,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2019,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2020,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2021,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS03","RWS_MWTL","southern_and_central_north_sea",2022,"C",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS04","BSH","outside_or_invalid",2008,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS04","BSH","outside_or_invalid",2009,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS04","BSH","outside_or_invalid",2010,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS04","BSH","southern_and_central_north_sea",2008,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS04","BSH","southern_and_central_north_sea",2009,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS04","BSH","southern_and_central_north_sea",2010,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS04","BSH","southern_and_central_north_sea",2011,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2000,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2001,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2002,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2003,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2004,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2005,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2006,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2007,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2008,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2009,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2010,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2011,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2012,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2013,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2014,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2015,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2016,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2017,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2018,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","outside_or_invalid",2019,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2000,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2001,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2002,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2003,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2004,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2005,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2006,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2007,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2008,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2009,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2010,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2011,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2012,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2013,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2014,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2015,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2016,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2017,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2018,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","skagerrak_kattegat",2019,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","southern_and_central_north_sea",2000,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","southern_and_central_north_sea",2001,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","southern_and_central_north_sea",2002,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","southern_and_central_north_sea",2003,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","southern_and_central_north_sea",2004,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","southern_and_central_north_sea",2005,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","southern_and_central_north_sea",2006,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","southern_and_central_north_sea",2007,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","southern_and_central_north_sea",2008,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","southern_and_central_north_sea",2009,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","southern_and_central_north_sea",2010,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","southern_and_central_north_sea",2015,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","southern_and_central_north_sea",2016,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS05","NOVANA","southern_and_central_north_sea",2017,"A",FALSE,FALSE,TRUE,FALSE,TRUE,"abundance_taxonomy_present_stage5_conversion_audit_required"
"DS06","SMHI_SHARK","skagerrak_kattegat",1994,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",1995,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",1996,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",1997,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2000,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2001,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2002,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2003,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2004,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2005,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2006,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2007,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2008,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2009,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2010,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2011,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2012,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2013,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2014,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2015,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2016,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2017,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2018,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2019,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
"DS06","SMHI_SHARK","skagerrak_kattegat",2020,"A",TRUE,TRUE,TRUE,TRUE,TRUE,"direct_or_provider_carbon_present"
