"ds_id","monitoring_network","subregion_id","method_epoch","year","season","sample_count","unique_sampling_days","sampled_months","target_bloom_season_adequacy"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1998,"spring",17,11,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1998,"summer",26,14,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1998,"winter",6,6,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1999,"autumn",9,8,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1999,"spring",16,10,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1999,"summer",24,11,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1999,"winter",6,6,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2000,"autumn",9,9,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2000,"spring",15,9,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2000,"summer",25,13,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2000,"winter",5,5,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2001,"autumn",8,8,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2001,"spring",20,12,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2001,"summer",22,12,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2001,"winter",6,6,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2002,"autumn",10,10,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2002,"spring",19,11,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2002,"summer",23,12,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2002,"winter",6,5,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2003,"autumn",10,10,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2003,"spring",19,11,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2003,"summer",22,12,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2003,"winter",6,6,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2004,"autumn",10,10,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2004,"spring",19,11,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2004,"summer",22,12,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2004,"winter",6,6,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2005,"autumn",9,9,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2005,"spring",17,11,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2005,"summer",24,12,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2005,"winter",6,6,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2006,"autumn",9,9,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2006,"spring",17,11,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2006,"summer",25,13,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2006,"winter",6,6,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2007,"autumn",10,10,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2007,"spring",20,14,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2007,"summer",31,17,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2007,"winter",6,6,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2008,"autumn",13,12,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2008,"spring",17,12,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2008,"summer",31,17,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2008,"winter",7,7,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2009,"autumn",12,12,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2009,"spring",23,18,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2009,"summer",32,18,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2009,"winter",8,7,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2010,"autumn",10,10,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2010,"spring",21,16,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2010,"summer",33,19,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2010,"winter",8,8,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2011,"autumn",7,7,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2011,"spring",23,15,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2011,"summer",30,17,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2011,"winter",1,1,1,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2012,"autumn",6,6,2,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2012,"spring",24,17,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2012,"summer",30,16,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2013,"autumn",8,8,2,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2013,"spring",24,17,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2013,"summer",30,16,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2014,"autumn",9,8,1,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2014,"spring",28,21,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2014,"summer",43,29,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2014,"winter",1,1,1,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2015,"autumn",13,10,2,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2015,"spring",28,19,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2015,"summer",49,30,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2016,"autumn",12,9,2,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2016,"spring",33,21,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2016,"summer",44,29,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2016,"winter",1,1,1,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2017,"autumn",13,9,2,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2017,"spring",39,22,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2017,"summer",43,31,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2017,"winter",1,1,1,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2018,"autumn",15,11,2,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2018,"spring",39,20,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2018,"summer",44,27,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2018,"winter",2,1,1,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2019,"autumn",13,10,2,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2019,"spring",40,25,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2019,"summer",44,32,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2019,"winter",2,2,1,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2020,"autumn",5,5,2,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2020,"spring",17,15,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2020,"summer",19,18,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2020,"winter",1,1,1,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2021,"autumn",6,6,2,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2021,"spring",16,15,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2021,"summer",22,20,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2022,"autumn",4,4,1,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2022,"spring",18,17,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2022,"summer",20,17,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1990,"autumn",91,25,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1990,"spring",112,30,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1990,"summer",168,36,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1990,"winter",39,12,2,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1991,"autumn",106,26,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1991,"spring",118,34,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1991,"summer",178,46,3,"not_assessed_until_stage4_design"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1991,"winter",79,21,3,"not_assessed_until_stage4_design"
