"ds_id","monitoring_network","subregion_id","method_epoch","year","first_date","last_date","sample_count","unique_sampling_days","sampled_months","sampled_seasons","median_gap_days","gap_p90_days","longest_gap_days","supports_daily","supports_3_day","supports_7_day","supports_cadence_matched","adequacy_state"
"DS02","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2011,"2011-02-23","2011-09-20",173,67,8,4,2,7,12,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS02","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2012,"2012-01-16","2012-10-17",183,68,9,4,2,7,48,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS02","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2013,"2013-01-14","2013-10-14",183,67,10,4,3,7,43,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS02","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2014,"2014-01-13","2014-10-13",183,71,10,4,2,7,42,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS02","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2015,"2015-01-26","2015-10-13",183,68,10,4,2,7.4,31,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS02","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2016,"2016-02-25","2016-10-10",179,62,9,4,2,9,24,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS02","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2017,"2017-02-23","2017-10-15",179,66,9,4,2,8,25,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS02","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2018,"2018-02-26","2018-10-15",176,66,9,4,1,7.6,25,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS02","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2019,"2019-02-25","2019-10-29",181,64,9,4,2,9,24,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1990,"1990-04-17","1990-12-11",25,23,9,4,10,19.8,27,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1991,"1991-01-08","1991-12-12",60,34,12,4,12,19.8,28,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1992,"1992-01-13","1992-10-05",40,25,10,4,7,25.9,28,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1993,"1993-03-01","1993-12-07",65,31,10,4,9,16.3,34,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1994,"1994-01-04","1994-11-28",51,34,11,4,8,14.8,28,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1995,"1995-01-04","1995-12-18",58,39,12,4,8,16.2,21,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1996,"1996-02-12","1996-11-18",49,33,10,4,7,14,21,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1997,"1997-01-13","1997-12-22",54,33,12,4,9.5,25.8,28,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1998,"1998-01-07","1998-12-15",56,38,12,4,8,14.4,20,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",1999,"1999-01-11","1999-12-20",55,35,12,4,8,18.1,28,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2000,"2000-01-17","2000-12-14",54,36,12,4,8,22.6,29,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2001,"2001-01-15","2001-12-19",56,38,12,4,9,14.8,28,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2002,"2002-01-16","2002-12-16",58,38,12,4,8,15.4,27,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2003,"2003-01-14","2003-12-15",57,39,12,4,7,16.2,22,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2004,"2004-01-12","2004-12-16",57,39,12,4,7,14,28,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2005,"2005-01-12","2005-12-19",56,38,12,4,7,17.6,23,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2006,"2006-01-10","2006-12-18",57,39,12,4,7,17.2,22,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2007,"2007-01-08","2007-12-17",67,47,12,4,7,13.5,23,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2008,"2008-01-07","2008-12-16",68,48,12,4,7,11.8,21,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2009,"2009-01-14","2009-12-21",75,55,12,4,5,9,28,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2010,"2010-01-05","2010-12-15",72,53,12,4,6,11,27,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2011,"2011-03-07","2011-12-05",61,40,10,4,6,9.60000000000001,28,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2012,"2012-03-05","2012-10-17",60,39,8,3,6,8,27,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2013,"2013-03-04","2013-10-18",62,41,8,3,6,9.1,15,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2014,"2014-02-24","2014-09-25",81,59,8,4,2.5,7.3,13,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2015,"2015-03-04","2015-10-08",90,59,8,3,3,7,14,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2016,"2016-02-26","2016-10-06",90,60,9,4,3,7,19,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2017,"2017-02-27","2017-10-05",96,63,9,4,2,7,14,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2018,"2018-02-27","2018-10-04",100,59,9,4,3,7,16,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2019,"2019-02-26","2019-10-03",99,69,9,4,2,6,18,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2020,"2020-02-24","2020-10-01",42,39,9,4,6,9,14,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2021,"2021-03-05","2021-10-18",44,41,8,3,6.5,8,19,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","outside_or_invalid","unknown_not_harmonized",2022,"2022-03-01","2022-09-20",42,38,7,3,6,8.4,15,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1990,"1990-01-01","1990-12-20",410,103,11,4,1,6,73,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1991,"1991-01-01","1991-12-20",481,127,12,4,1,6,21,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1992,"1992-01-13","1992-12-10",464,124,12,4,1,6,20,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1993,"1993-01-05","1993-12-21",444,126,12,4,1,6,20,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1994,"1994-01-04","1994-12-21",495,136,12,4,1,6,12,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1995,"1995-01-02","1995-12-18",530,133,12,4,1,5,18,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1996,"1996-01-15","1996-12-17",509,103,12,4,1,6,23,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1997,"1997-01-13","1997-12-23",517,135,12,4,1,6,16,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1998,"1998-01-06","1998-12-22",486,130,12,4,1,6,18,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",1999,"1999-01-11","1999-12-30",526,143,12,4,1,4.90000000000001,21,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2000,"2000-01-10","2000-12-28",541,143,12,4,1,5,19,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2001,"2001-01-09","2001-12-19",523,131,12,4,1,6,20,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2002,"2002-01-02","2002-12-23",567,142,12,4,1,5,21,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2003,"2003-01-07","2003-12-18",538,140,12,4,1,5,19,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2004,"2004-01-06","2004-12-15",555,134,12,4,1,5,20,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2005,"2005-01-10","2005-12-21",551,132,12,4,1,5,17,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2006,"2006-01-05","2006-12-20",564,149,12,4,1,5,14,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2007,"2007-01-10","2007-12-19",557,137,12,4,1,5,12,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2008,"2008-01-07","2008-12-19",561,148,12,4,1,5,14,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2009,"2009-01-06","2009-12-18",602,151,12,4,1,5,16,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2010,"2010-01-04","2010-12-17",477,119,12,4,1.5,6,20,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2011,"2011-02-24","2011-09-22",377,87,8,4,1,5,7,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2012,"2012-01-17","2012-10-18",388,88,9,4,2,5.40000000000001,48,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2013,"2013-01-15","2013-10-15",395,89,10,4,2,6,41,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2014,"2014-01-14","2014-10-14",370,96,10,4,1,5.60000000000001,42,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2015,"2015-01-27","2015-10-14",360,95,10,4,1,5,31,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2016,"2016-02-26","2016-10-11",350,86,9,4,2,5,12,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2017,"2017-02-24","2017-10-16",356,90,9,4,1,6,19,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2018,"2018-02-26","2018-10-16",352,92,9,4,1,6,19,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2019,"2019-02-25","2019-10-30",346,87,9,4,1,6,18,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2020,"2020-02-25","2020-10-12",145,73,9,4,2,6,21,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2021,"2021-03-01","2021-11-11",149,78,9,3,2,6,25,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS03","RWS_MWTL","southern_and_central_north_sea","unknown_not_harmonized",2022,"2022-02-25","2022-09-20",155,70,8,4,2,6,10,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS04","BSH","outside_or_invalid","unknown_not_harmonized",2008,"2008-02-11","2008-11-25",56,16,6,4,5,65.8,108,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS04","BSH","outside_or_invalid","unknown_not_harmonized",2009,"2009-01-30","2009-11-03",141,21,7,4,1.5,40.3,97,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS04","BSH","outside_or_invalid","unknown_not_harmonized",2010,"2010-01-27","2010-11-20",132,20,6,4,3,50.8,107,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS04","BSH","southern_and_central_north_sea","unknown_not_harmonized",2008,"2008-02-04","2008-10-27",53,24,6,4,1,54.8,70,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS04","BSH","southern_and_central_north_sea","unknown_not_harmonized",2009,"2009-01-20","2009-11-10",58,31,6,4,1,45.4,100,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS04","BSH","southern_and_central_north_sea","unknown_not_harmonized",2010,"2010-01-22","2010-11-08",105,34,6,4,1,38.8,92,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS04","BSH","southern_and_central_north_sea","unknown_not_harmonized",2011,"2011-01-18","2011-01-23",10,5,1,1,1,1.7,2,TRUE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2000,"2000-01-11","2000-12-19",77,64,12,4,5,11.8,14,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2001,"2001-01-09","2001-12-19",78,67,12,4,4,12,20,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2002,"2002-01-16","2002-12-17",103,84,12,4,4,7,15,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2003,"2003-01-22","2003-12-17",107,94,12,4,2,7,26,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2004,"2004-01-08","2004-12-20",100,85,12,4,4,7,15,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2005,"2005-01-05","2005-12-21",100,88,12,4,4,8,14,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2006,"2006-01-05","2006-12-19",101,86,12,4,4,7,14,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2007,"2007-01-09","2007-12-19",91,78,12,4,5,7,18,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2008,"2008-01-07","2008-12-17",89,75,12,4,4,11,13,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2009,"2009-01-07","2009-12-16",64,56,12,4,5,14,26,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2010,"2010-01-20","2010-11-25",89,67,11,4,4,8,33,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2011,"2011-01-19","2011-12-12",77,67,12,4,5,8,20,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2012,"2012-01-16","2012-12-05",79,62,12,4,2,12,25,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2013,"2013-02-06","2013-12-02",78,68,11,4,4,11,14,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2014,"2014-01-14","2014-11-26",79,69,11,4,5,8.3,21,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2015,"2015-01-26","2015-12-01",80,69,12,4,4,11,17,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2016,"2016-02-01","2016-12-20",80,76,11,4,4,8,14,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2017,"2017-01-18","2017-12-19",80,71,12,4,4,11.1,20,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2018,"2018-01-22","2018-12-12",78,68,12,4,3,11,29,FALSE,TRUE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","outside_or_invalid","unknown_not_harmonized",2019,"2019-01-09","2019-12-19",61,61,12,4,4,14,21,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2000,"2000-01-10","2000-12-19",71,56,12,4,6,13,23,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2001,"2001-01-09","2001-12-18",72,55,12,4,7,13,15,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2002,"2002-01-08","2002-12-23",68,52,12,4,7,13,22,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2003,"2003-01-10","2003-12-30",77,57,12,4,6,12.5,21,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2004,"2004-01-07","2004-12-14",61,57,12,4,5,13,29,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2005,"2005-01-05","2005-12-13",69,57,12,4,6,12.5,16,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2006,"2006-01-03","2006-12-19",70,54,12,4,7,11.4,20,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2007,"2007-01-23","2007-12-17",59,49,12,4,6.5,12,14,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2008,"2008-01-17","2008-12-01",37,35,12,4,8,15.7,35,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2009,"2009-01-15","2009-12-14",42,39,12,4,8,14,27,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2010,"2010-03-15","2010-12-15",33,28,10,4,9,15.4,27,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2011,"2011-01-13","2011-12-21",56,44,12,4,7,14.8,29,FALSE,FALSE,TRUE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2012,"2012-01-16","2012-12-18",37,34,11,4,9,15,45,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
"DS05","NOVANA","skagerrak_kattegat","unknown_not_harmonized",2013,"2013-01-08","2013-11-25",39,35,11,4,9,15,21,FALSE,FALSE,FALSE,TRUE,"not_assessed_until_target_season_is_frozen"
